date,demo,platform,vendor,renderer,api_version,width,height,fullscreen,antialiasing,duration,max_gpu_temp,score,avg_fps,min_fps,max_fps
2026.07.01@22:20:34,furmark-vk,Windows 64-bit,Intel,Intel(R) Arc(TM) B390 GPU,Vulkan 1.4.348,1280,1440,NO,Off,90014,-1,5200,57,23,61
